PROGRAM_TYPE,GENERAL_SITE_ID,LOCAL_SITE_NAME,SITE_TYPE,BASIN_NAME,GSP_NAME,GSA_NAME,ALT_AGENCY_NAME,MONITORING_NETWORK_TYPE,SUSTAINABILITY_INDICATORS,PRINCIPAL_AQUIFER,STATE_WELL_NUMBER,RP_ELEVATION,RP_DESCRIPTION,RP_ELEVATION_SUBSURFACE,GS_ELEVATION,MEAS_METHOD,MEAS_ACC,LATITUDE,LONGITUDE,DEPTH,CASED_DEPTH,DEPTH_TOP,DEPTH_BOTTOM,COUNTY,CREATED_DT,UPDATED_DT
SGMA,356,K009,Surveying/Benchmark Sites,5-022.11 Kaweah,Mid-Kaweah GSA,Mid-Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,GPS Survey Site,,0,Unknown,Unknown,36.1708,-119.421,,,,,Tulare,2020-01-31 08:42:43.417738,2020-01-31 08:42:43.417738
SGMA,357,CRCN,Surveying/Benchmark Sites,5-022.12 Tulare Lake,MKGSA 2nd Amended GSP,Mid-Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,GPS Survey Site,,0,Unknown,Unknown,36.114,-119.568,,,,,Kings,2020-01-31 08:42:43.427034,2020-01-31 08:42:43.427034
SGMA,357,CRCN,Surveying/Benchmark Sites,5-022.12 Tulare Lake,Mid-Kaweah GSA,Mid-Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,GPS Survey Site,,0,Unknown,Unknown,36.114,-119.568,,,,,Kings,2020-01-31 08:42:43.427034,2020-01-31 08:42:43.427034
SGMA,358,K010,Surveying/Benchmark Sites,5-022.11 Kaweah,MKGSA 2nd Amended GSP,Mid-Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,GPS Survey Site,,0,Unknown,Unknown,36.1235,-119.487,,,,,Tulare,2020-01-31 08:42:43.435892,2020-01-31 08:42:43.435892
SGMA,358,K010,Surveying/Benchmark Sites,5-022.11 Kaweah,Mid-Kaweah GSA,Mid-Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,GPS Survey Site,,0,Unknown,Unknown,36.1235,-119.487,,,,,Tulare,2020-01-31 08:42:43.435892,2020-01-31 08:42:43.435892
SGMA,359,TUL99,Surveying/Benchmark Sites,5-022.11 Kaweah,MKGSA 2nd Amended GSP,Mid-Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,GPS Survey Site,,0,Unknown,Unknown,36.1444,-119.33,,,,,Tulare,2020-01-31 08:42:43.444982,2020-01-31 08:42:43.444982
SGMA,359,TUL99,Surveying/Benchmark Sites,5-022.11 Kaweah,Mid-Kaweah GSA,Mid-Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,GPS Survey Site,,0,Unknown,Unknown,36.1444,-119.33,,,,,Tulare,2020-01-31 08:42:43.444982,2020-01-31 08:42:43.444982
SGMA,360,TID1,Surveying/Benchmark Sites,5-022.11 Kaweah,MKGSA 2nd Amended GSP,Mid-Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,GPS Survey Site,,0,Unknown,Unknown,36.2254,-119.421,,,,,Tulare,2020-01-31 08:42:43.454031,2020-01-31 08:42:43.454031
SGMA,360,TID1,Surveying/Benchmark Sites,5-022.11 Kaweah,Mid-Kaweah GSA,Mid-Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,GPS Survey Site,,0,Unknown,Unknown,36.2254,-119.421,,,,,Tulare,2020-01-31 08:42:43.454031,2020-01-31 08:42:43.454031
SGMA,361,K008,Surveying/Benchmark Sites,5-022.11 Kaweah,MKGSA 2nd Amended GSP,Mid-Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,GPS Survey Site,,0,Unknown,Unknown,36.2653,-119.475,,,,,Tulare,2020-01-31 08:42:43.463042,2020-01-31 08:42:43.463042
SGMA,361,K008,Surveying/Benchmark Sites,5-022.11 Kaweah,Mid-Kaweah GSA,Mid-Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,GPS Survey Site,,0,Unknown,Unknown,36.2653,-119.475,,,,,Tulare,2020-01-31 08:42:43.463042,2020-01-31 08:42:43.463042
SGMA,362,DH6683,Surveying/Benchmark Sites,5-022.11 Kaweah,MKGSA 2nd Amended GSP,Mid-Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,GPS Survey Site,,0,Unknown,Unknown,36.1777,-119.511,,,,,Tulare,2020-01-31 08:42:43.471797,2020-01-31 08:42:43.471797
SGMA,362,DH6683,Surveying/Benchmark Sites,5-022.11 Kaweah,Mid-Kaweah GSA,Mid-Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,GPS Survey Site,,0,Unknown,Unknown,36.1777,-119.511,,,,,Tulare,2020-01-31 08:42:43.471797,2020-01-31 08:42:43.471797
SGMA,363,DH6770,Surveying/Benchmark Sites,5-022.11 Kaweah,MKGSA 2nd Amended GSP,Mid-Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,GPS Survey Site,,0,Unknown,Unknown,36.2213,-119.313,,,,,Tulare,2020-01-31 08:42:43.480459,2020-01-31 08:42:43.480459
SGMA,363,DH6770,Surveying/Benchmark Sites,5-022.11 Kaweah,Mid-Kaweah GSA,Mid-Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,GPS Survey Site,,0,Unknown,Unknown,36.2213,-119.313,,,,,Tulare,2020-01-31 08:42:43.480459,2020-01-31 08:42:43.480459
SGMA,364,K014,Surveying/Benchmark Sites,5-022.11 Kaweah,MKGSA 2nd Amended GSP,Mid-Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,GPS Survey Site,,0,Unknown,Unknown,36.2549,-119.356,,,,,Tulare,2020-01-31 08:42:43.489274,2020-01-31 08:42:43.489274
SGMA,364,K014,Surveying/Benchmark Sites,5-022.11 Kaweah,Mid-Kaweah GSA,Mid-Kaweah GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,0,GPS Survey Site,,0,Unknown,Unknown,36.2549,-119.356,,,,,Tulare,2020-01-31 08:42:43.489274,2020-01-31 08:42:43.489274
SGMA,367,SUB109,Surveying/Benchmark Sites,5-022.12 Tulare Lake,,El Rico GSA,,SGMA,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.1234,-119.698,,,,,Kings,2021-04-01 09:06:17.298525,2021-04-01 09:06:17.298525
SGMA,368,SUB110,Surveying/Benchmark Sites,5-022.12 Tulare Lake,,El Rico GSA,,SGMA,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.0796,-119.771,,,,,Kings,2021-04-01 09:12:36.257089,2021-04-01 09:12:36.257089
SGMA,369,SUB111,Surveying/Benchmark Sites,5-022.12 Tulare Lake,,Mid-Kings River GSA,,SGMA,Land Subsidence,,,0,Unknown,,0,Surveyed to a benchmark,0.1 ft.,36.3134,-119.736,,,,,Kings,2021-04-01 09:14:48.902166,2021-04-01 09:14:48.902166
SGMA,370,WSID 2,Surveying/Benchmark Sites,5-022.07 Delta-Mendota,DM_NorthCentral_Adopted,West Stanislaus Irrigation District GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,42.52,Original elevation taken December 2019,,42.52,GPS,0.1 ft.,37.584,-121.201,,,,,Stanislaus,2021-06-08 16:32:12.565699,2021-06-08 16:32:12.565699
SGMA,370,WSID 2,Surveying/Benchmark Sites,5-022.07 Delta-Mendota,,West Stanislaus Irrigation District GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,42.52,Original elevation taken December 2019,,42.52,GPS,0.1 ft.,37.584,-121.201,,,,,Stanislaus,2021-06-08 16:32:12.565699,2021-06-08 16:32:12.565699
SGMA,403,P256,Continuous GPS,5-022.19 East Contra Costa,,City of Brentwood GSA,,SGMA Representative,Land Subsidence,,,3.31,Estimated from DEM,,3.31,Digital Elevation Model,Unknown,37.932,-121.605,,,,,Contra Costa,2022-01-17 18:29:59.776021,2022-01-17 18:29:59.776021
SGMA,470,CACO-IGS14,Continuous GPS,5-022.10 Pleasant Valley,,Pleasant Valley GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,635.764,Surveyed to a benchmark,0.1 ft.,36.176,-120.36,,,,,Fresno,2022-03-31 09:00:01.298625,2022-03-31 09:00:01.298625
SGMA,471,PVWD #2,Continuous GPS,5-022.10 Pleasant Valley,,Pleasant Valley GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Unknown,Unknown,36.1366,-120.308,,,,,Fresno,2022-03-31 09:00:01.340215,2022-03-31 09:00:01.340215
SGMA,472,PVWD #4,Continuous GPS,5-022.10 Pleasant Valley,,Pleasant Valley GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Unknown,Unknown,36.1081,-120.254,,,,,Fresno,2022-03-31 09:00:01.353269,2022-03-31 09:00:01.353269
SGMA,473,Gale Avenue,Continuous GPS,5-022.09 Westside,,Pleasant Valley GSA,,SGMA Representative,Land Subsidence,,,0,Unknown,,0,Unknown,Unknown,36.1807,-120.225,,,,,Fresno,2022-03-31 09:00:01.366219,2022-03-31 09:00:01.366219
SGMA,484,Aliso WD 1,Surveying/Benchmark Sites,5-022.06 Madera,Aliso WD GSA,Aliso Water District GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,159.06,USBR Monument,,159.06,Surveyed to a benchmark,0.1 ft.,36.8723,-120.317,,,,,Madera,2025-04-03 14:12:13.596440,2025-04-03 14:12:13.596440
SGMA,484,Aliso WD 1,Surveying/Benchmark Sites,5-022.06 Madera,,Aliso Water District GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,159.06,USBR Monument,,159.06,Surveyed to a benchmark,0.1 ft.,36.8723,-120.317,,,,,Madera,2025-04-03 14:12:13.596440,2025-04-03 14:12:13.596440
SGMA,485,LIFESON,Surveying/Benchmark Sites,5-022.07 Delta-Mendota,Aliso WD GSA,Aliso Water District GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,179.5,"Monument on San Joaquin River Bifurcation structure, directly observed by Bureau of Reclamation",,179.5,Surveyed to a benchmark,0.1 ft.,36.7741,-120.284,,,,,Madera,2025-04-03 14:12:13.636004,2025-04-03 14:12:13.636004
SGMA,485,LIFESON,Surveying/Benchmark Sites,5-022.07 Delta-Mendota,,Aliso Water District GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,179.5,"Monument on San Joaquin River Bifurcation structure, directly observed by Bureau of Reclamation",,179.5,Surveyed to a benchmark,0.1 ft.,36.7741,-120.284,,,,,Madera,2025-04-03 14:12:13.636004,2025-04-03 14:12:13.636004
SGMA,486,P303,Continuous GPS,5-022.07 Delta-Mendota,DM_SJREC_Adopted,San Joaquin River Exchange Contractors GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,99,GSE,,99,Surveyed to a benchmark,0.1 ft.,37.0544,-120.705,,,,,Merced,2025-04-08 15:35:04.979762,2025-04-08 15:35:04.979762
SGMA,486,P303,Continuous GPS,5-022.07 Delta-Mendota,,San Joaquin River Exchange Contractors GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,99,GSE,,99,Surveyed to a benchmark,0.1 ft.,37.0544,-120.705,,,,,Merced,2025-04-08 15:35:04.979762,2025-04-08 15:35:04.979762
SGMA,487,PT 150,Extensometer,5-022.07 Delta-Mendota,DM_SJREC_Adopted,San Joaquin River Exchange Contractors GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,97.262,RP is flush with GSE,97.262,97.262,Surveyed to a benchmark,0.1 ft.,37.3371,-121.028,0,0,,,Stanislaus,2025-04-08 15:35:05.026319,2025-04-08 15:35:05.026319
SGMA,487,PT 150,Extensometer,5-022.07 Delta-Mendota,,San Joaquin River Exchange Contractors GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,97.262,RP is flush with GSE,97.262,97.262,Surveyed to a benchmark,0.1 ft.,37.3371,-121.028,0,0,,,Stanislaus,2025-04-08 15:35:05.026319,2025-04-08 15:35:05.026319
SGMA,488,PT 147,Extensometer,5-022.07 Delta-Mendota,DM_SJREC_Adopted,San Joaquin River Exchange Contractors GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,124.216,RP is flush with GSE,124.216,124.216,Surveyed to a benchmark,0.1 ft.,36.9663,-120.565,0,0,,,Fresno,2025-04-08 15:35:05.035533,2025-04-08 15:35:05.035533
SGMA,488,PT 147,Extensometer,5-022.07 Delta-Mendota,,San Joaquin River Exchange Contractors GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,124.216,RP is flush with GSE,124.216,124.216,Surveyed to a benchmark,0.1 ft.,36.9663,-120.565,0,0,,,Fresno,2025-04-08 15:35:05.035533,2025-04-08 15:35:05.035533
SGMA,489,PT AC5729,Extensometer,5-022.07 Delta-Mendota,DM_SJREC_Adopted,San Joaquin River Exchange Contractors GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,137.985,RP is flush with GSE,137.985,137.985,Surveyed to a benchmark,0.1 ft.,37.0565,-120.891,0,0,,,Merced,2025-04-08 15:35:05.056030,2025-04-08 15:35:05.056030
SGMA,489,PT AC5729,Extensometer,5-022.07 Delta-Mendota,,San Joaquin River Exchange Contractors GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,137.985,RP is flush with GSE,137.985,137.985,Surveyed to a benchmark,0.1 ft.,37.0565,-120.891,0,0,,,Merced,2025-04-08 15:35:05.056030,2025-04-08 15:35:05.056030
SGMA,490,PT 129,Extensometer,5-022.07 Delta-Mendota,DM_SJREC_Adopted,San Joaquin River Exchange Contractors GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,146.361,RP is flush with GSE,146.361,146.361,Surveyed to a benchmark,0.1 ft.,36.8573,-120.463,0,0,,,Fresno,2025-04-08 15:35:05.071498,2025-04-08 15:35:05.071498
SGMA,490,PT 129,Extensometer,5-022.07 Delta-Mendota,,San Joaquin River Exchange Contractors GSA,,SGMA Representative,"Land Subsidence,Land Subsidence",,,146.361,RP is flush with GSE,146.361,146.361,Surveyed to a benchmark,0.1 ft.,36.8573,-120.463,0,0,,,Fresno,2025-04-08 15:35:05.071498,2025-04-08 15:35:05.071498
