subbasin,gsa,year,symb_class,acres
Tule,Vandalia Water District GSA,2020,T,2.9
Tule,Vandalia Water District GSA,2020,U,8859.3
Tule,Vandalia Water District GSA,2020,X,20.8
Tule,Vandalia Water District GSA,2020,YP,25.4
Tule,Vandalia Water District GSA,2021,C,1329.1
Tule,Vandalia Water District GSA,2021,I,20.8
Tule,Vandalia Water District GSA,2021,T,2.9
Tule,Vandalia Water District GSA,2021,U,8814.6
Tule,Vandalia Water District GSA,2021,YP,25.4
Tule,Vandalia Water District GSA,2022,C,1342.7
Tule,Vandalia Water District GSA,2022,D,5.3
Tule,Vandalia Water District GSA,2022,I,20.8
Tule,Vandalia Water District GSA,2022,T,2.9
Tule,Vandalia Water District GSA,2022,U,8907.2
Tule,Vandalia Water District GSA,2022,X,0.7
Tule,Vandalia Water District GSA,2022,YP,5.1
Tule,Vandalia Water District GSA,2023,C,1306.8
Tule,Vandalia Water District GSA,2023,D,5.3
Tule,Vandalia Water District GSA,2023,I,21.5
Tule,Vandalia Water District GSA,2023,T,2.9
Tule,Vandalia Water District GSA,2023,U,9079.1
Tule,Vandalia Water District GSA,2023,X,41.0
Tule,Vandalia Water District GSA,2024,C,1306.8
Tule,Vandalia Water District GSA,2024,D,5.3
Tule,Vandalia Water District GSA,2024,I,62.5
Tule,Vandalia Water District GSA,2024,T,2.9
Tule,Vandalia Water District GSA,2024,U,9083.9
Kern,Shafter-Wasco Irrigation District GSA,2020,C,37.5
Kern,Shafter-Wasco Irrigation District GSA,2020,D,28336.1
Kern,Shafter-Wasco Irrigation District GSA,2020,F,2652.7
Kern,Shafter-Wasco Irrigation District GSA,2020,G,1235.2
Kern,Shafter-Wasco Irrigation District GSA,2020,P,2999.0
Kern,Shafter-Wasco Irrigation District GSA,2020,T,603.3
Kern,Shafter-Wasco Irrigation District GSA,2020,U,4458.9
Kern,Shafter-Wasco Irrigation District GSA,2020,V,1331.0
Kern,Shafter-Wasco Irrigation District GSA,2020,X,2697.2
Kern,Shafter-Wasco Irrigation District GSA,2020,YP,341.0
Kern,Shafter-Wasco Irrigation District GSA,2021,C,37.5
Kern,Shafter-Wasco Irrigation District GSA,2021,D,26344.3
Kern,Shafter-Wasco Irrigation District GSA,2021,F,2590.6
Kern,Shafter-Wasco Irrigation District GSA,2021,G,851.7
Kern,Shafter-Wasco Irrigation District GSA,2021,I,2157.6
Kern,Shafter-Wasco Irrigation District GSA,2021,P,2987.1
Kern,Shafter-Wasco Irrigation District GSA,2021,T,741.8
Kern,Shafter-Wasco Irrigation District GSA,2021,U,4585.0
Kern,Shafter-Wasco Irrigation District GSA,2021,V,1312.7
Kern,Shafter-Wasco Irrigation District GSA,2021,X,2391.2
Kern,Shafter-Wasco Irrigation District GSA,2021,YP,794.6
Kern,Shafter-Wasco Irrigation District GSA,2022,C,37.5
Kern,Shafter-Wasco Irrigation District GSA,2022,D,28203.5
Kern,Shafter-Wasco Irrigation District GSA,2022,F,2381.9
Kern,Shafter-Wasco Irrigation District GSA,2022,G,1233.2
Kern,Shafter-Wasco Irrigation District GSA,2022,I,1855.9
Kern,Shafter-Wasco Irrigation District GSA,2022,P,2701.2
Kern,Shafter-Wasco Irrigation District GSA,2022,T,1184.2
Kern,Shafter-Wasco Irrigation District GSA,2022,U,4701.5
Kern,Shafter-Wasco Irrigation District GSA,2022,V,1309.6
Kern,Shafter-Wasco Irrigation District GSA,2022,X,580.2
Kern,Shafter-Wasco Irrigation District GSA,2022,YP,685.7
Kern,Shafter-Wasco Irrigation District GSA,2023,C,37.5
Kern,Shafter-Wasco Irrigation District GSA,2023,D,27935.4
Kern,Shafter-Wasco Irrigation District GSA,2023,F,2323.4
Kern,Shafter-Wasco Irrigation District GSA,2023,G,1530.0
Kern,Shafter-Wasco Irrigation District GSA,2023,I,1895.0
Kern,Shafter-Wasco Irrigation District GSA,2023,P,2394.4
Kern,Shafter-Wasco Irrigation District GSA,2023,T,1654.9
Kern,Shafter-Wasco Irrigation District GSA,2023,U,4741.0
Kern,Shafter-Wasco Irrigation District GSA,2023,V,1343.0
Kern,Shafter-Wasco Irrigation District GSA,2023,X,723.9
Kern,Shafter-Wasco Irrigation District GSA,2023,YP,212.7
Kern,Shafter-Wasco Irrigation District GSA,2024,C,37.5
Kern,Shafter-Wasco Irrigation District GSA,2024,D,26752.9
Kern,Shafter-Wasco Irrigation District GSA,2024,F,2655.4
Kern,Shafter-Wasco Irrigation District GSA,2024,G,1385.9
Kern,Shafter-Wasco Irrigation District GSA,2024,I,1803.7
Kern,Shafter-Wasco Irrigation District GSA,2024,P,1901.1
Kern,Shafter-Wasco Irrigation District GSA,2024,T,2312.5
Kern,Shafter-Wasco Irrigation District GSA,2024,U,4812.1
Kern,Shafter-Wasco Irrigation District GSA,2024,V,1236.0
Kern,Shafter-Wasco Irrigation District GSA,2024,X,1525.0
Kern,Shafter-Wasco Irrigation District GSA,2024,YP,290.0
Tule,Delano-Earlimart Irrigation District GSA,2020,C,2290.5
Tule,Delano-Earlimart Irrigation District GSA,2020,D,20803.9
Tule,Delano-Earlimart Irrigation District GSA,2020,F,137.4
Tule,Delano-Earlimart Irrigation District GSA,2020,G,457.3
Tule,Delano-Earlimart Irrigation District GSA,2020,P,130.1
Tule,Delano-Earlimart Irrigation District GSA,2020,T,820.7
Tule,Delano-Earlimart Irrigation District GSA,2020,U,5539.9
Tule,Delano-Earlimart Irrigation District GSA,2020,V,19516.1
Tule,Delano-Earlimart Irrigation District GSA,2020,X,7217.6
Tule,Delano-Earlimart Irrigation District GSA,2020,YP,780.5
Tule,Delano-Earlimart Irrigation District GSA,2021,C,2328.1
Tule,Delano-Earlimart Irrigation District GSA,2021,D,20345.1
Tule,Delano-Earlimart Irrigation District GSA,2021,F,307.1
Tule,Delano-Earlimart Irrigation District GSA,2021,G,282.3
Tule,Delano-Earlimart Irrigation District GSA,2021,I,5215.1
Tule,Delano-Earlimart Irrigation District GSA,2021,P,65.1
Tule,Delano-Earlimart Irrigation District GSA,2021,T,716.9
Tule,Delano-Earlimart Irrigation District GSA,2021,U,5504.5
Tule,Delano-Earlimart Irrigation District GSA,2021,V,18752.1
Tule,Delano-Earlimart Irrigation District GSA,2021,X,1971.0
Tule,Delano-Earlimart Irrigation District GSA,2021,YP,1757.2
Tule,Delano-Earlimart Irrigation District GSA,2022,C,2665.1
Tule,Delano-Earlimart Irrigation District GSA,2022,D,22753.3
Tule,Delano-Earlimart Irrigation District GSA,2022,F,53.4
Tule,Delano-Earlimart Irrigation District GSA,2022,G,313.3
Tule,Delano-Earlimart Irrigation District GSA,2022,I,4479.8
Tule,Delano-Earlimart Irrigation District GSA,2022,P,61.1
Tule,Delano-Earlimart Irrigation District GSA,2022,T,711.4
Tule,Delano-Earlimart Irrigation District GSA,2022,U,5474.6
Tule,Delano-Earlimart Irrigation District GSA,2022,V,18242.0
Tule,Delano-Earlimart Irrigation District GSA,2022,X,821.6
Tule,Delano-Earlimart Irrigation District GSA,2022,YP,1513.7
Tule,Delano-Earlimart Irrigation District GSA,2023,C,2839.7
Tule,Delano-Earlimart Irrigation District GSA,2023,D,23309.1
Tule,Delano-Earlimart Irrigation District GSA,2023,F,152.0
Tule,Delano-Earlimart Irrigation District GSA,2023,G,850.5
Tule,Delano-Earlimart Irrigation District GSA,2023,I,4211.2
Tule,Delano-Earlimart Irrigation District GSA,2023,P,17.4
Tule,Delano-Earlimart Irrigation District GSA,2023,T,856.5
Tule,Delano-Earlimart Irrigation District GSA,2023,U,5554.5
Tule,Delano-Earlimart Irrigation District GSA,2023,V,17611.5
Tule,Delano-Earlimart Irrigation District GSA,2023,X,1599.2
Tule,Delano-Earlimart Irrigation District GSA,2023,YP,126.4
Tule,Delano-Earlimart Irrigation District GSA,2024,C,2848.4
Tule,Delano-Earlimart Irrigation District GSA,2024,D,23309.4
Tule,Delano-Earlimart Irrigation District GSA,2024,F,180.2
Tule,Delano-Earlimart Irrigation District GSA,2024,G,971.9
Tule,Delano-Earlimart Irrigation District GSA,2024,I,4811.0
Tule,Delano-Earlimart Irrigation District GSA,2024,P,16.8
Tule,Delano-Earlimart Irrigation District GSA,2024,T,746.5
Tule,Delano-Earlimart Irrigation District GSA,2024,U,5596.4
Tule,Delano-Earlimart Irrigation District GSA,2024,V,16965.4
Tule,Delano-Earlimart Irrigation District GSA,2024,X,1575.1
Tule,Delano-Earlimart Irrigation District GSA,2024,YP,217.9
Kern,Kern River GSA,2020,C,879.3
Kern,Kern River GSA,2020,D,34208.0
Kern,Kern River GSA,2020,F,24270.2
Kern,Kern River GSA,2020,G,5707.6
Kern,Kern River GSA,2020,P,15609.2
Kern,Kern River GSA,2020,T,12239.2
Kern,Kern River GSA,2020,U,85740.9
Kern,Kern River GSA,2020,V,5498.7
Kern,Kern River GSA,2020,X,12700.5
Kern,Kern River GSA,2020,YP,808.7
Kern,Kern River GSA,2021,C,879.3
Kern,Kern River GSA,2021,D,34218.8
Kern,Kern River GSA,2021,F,23645.3
Kern,Kern River GSA,2021,G,7863.6
Kern,Kern River GSA,2021,I,9860.2
Kern,Kern River GSA,2021,P,14402.8
Kern,Kern River GSA,2021,T,11575.3
Kern,Kern River GSA,2021,U,85635.4
Kern,Kern River GSA,2021,UL,1008.8
Kern,Kern River GSA,2021,V,4836.9
Kern,Kern River GSA,2021,X,3619.6
Kern,Kern River GSA,2021,YP,835.4
Kern,Kern River GSA,2022,C,1247.4
Kern,Kern River GSA,2022,D,36459.2
Kern,Kern River GSA,2022,F,23649.2
Kern,Kern River GSA,2022,G,6648.3
Kern,Kern River GSA,2022,I,9378.6
Kern,Kern River GSA,2022,P,12629.8
Kern,Kern River GSA,2022,T,11153.4
Kern,Kern River GSA,2022,U,86678.0
Kern,Kern River GSA,2022,UL,1008.8
Kern,Kern River GSA,2022,V,4705.2
Kern,Kern River GSA,2022,X,3422.4
Kern,Kern River GSA,2022,YP,1636.3
Kern,Kern River GSA,2023,C,1304.1
Kern,Kern River GSA,2023,D,38451.1
Kern,Kern River GSA,2023,F,25046.0
Kern,Kern River GSA,2023,G,5515.9
Kern,Kern River GSA,2023,I,8368.8
Kern,Kern River GSA,2023,P,13916.1
Kern,Kern River GSA,2023,T,11745.6
Kern,Kern River GSA,2023,U,87309.8
Kern,Kern River GSA,2023,UL,1008.8
Kern,Kern River GSA,2023,V,4541.3
Kern,Kern River GSA,2023,X,1651.3
Kern,Kern River GSA,2023,YP,136.6
Kern,Kern River GSA,2024,C,1293.4
Kern,Kern River GSA,2024,D,37442.2
Kern,Kern River GSA,2024,F,24610.0
Kern,Kern River GSA,2024,G,8477.0
Kern,Kern River GSA,2024,I,7751.8
Kern,Kern River GSA,2024,P,12975.5
Kern,Kern River GSA,2024,T,9464.8
Kern,Kern River GSA,2024,U,87449.0
Kern,Kern River GSA,2024,UL,1007.8
Kern,Kern River GSA,2024,V,3898.1
Kern,Kern River GSA,2024,X,3999.3
Kern,Kern River GSA,2024,YP,353.4
Kern,Arvin GSA,2020,C,14780.8
Kern,Arvin GSA,2020,D,13003.5
Kern,Arvin GSA,2020,F,1343.3
Kern,Arvin GSA,2020,G,2442.3
Kern,Arvin GSA,2020,P,1358.2
Kern,Arvin GSA,2020,T,28089.7
Kern,Arvin GSA,2020,U,82699.3
Kern,Arvin GSA,2020,V,16077.3
Kern,Arvin GSA,2020,X,9035.8
Kern,Arvin GSA,2020,YP,644.0
Kern,Arvin GSA,2021,C,14151.7
Kern,Arvin GSA,2021,D,12871.2
Kern,Arvin GSA,2021,F,1375.9
Kern,Arvin GSA,2021,G,3694.1
Kern,Arvin GSA,2021,I,6179.2
Kern,Arvin GSA,2021,P,959.9
Kern,Arvin GSA,2021,T,27662.3
Kern,Arvin GSA,2021,U,82631.6
Kern,Arvin GSA,2021,V,15570.9
Kern,Arvin GSA,2021,X,3218.1
Kern,Arvin GSA,2021,YP,1147.9
Kern,Arvin GSA,2022,C,14426.3
Kern,Arvin GSA,2022,D,13389.6
Kern,Arvin GSA,2022,F,1449.4
Kern,Arvin GSA,2022,G,2909.0
Kern,Arvin GSA,2022,I,4444.8
Kern,Arvin GSA,2022,P,897.6
Kern,Arvin GSA,2022,T,28526.1
Kern,Arvin GSA,2022,U,83149.4
Kern,Arvin GSA,2022,V,15843.9
Kern,Arvin GSA,2022,X,3831.0
Kern,Arvin GSA,2022,YP,1281.7
Kern,Arvin GSA,2023,C,14716.9
Kern,Arvin GSA,2023,D,13557.1
Kern,Arvin GSA,2023,F,1683.2
Kern,Arvin GSA,2023,G,3436.5
Kern,Arvin GSA,2023,I,5095.6
Kern,Arvin GSA,2023,P,1056.9
Kern,Arvin GSA,2023,T,27387.5
Kern,Arvin GSA,2023,U,83477.9
Kern,Arvin GSA,2023,V,15865.4
Kern,Arvin GSA,2023,X,3446.9
Kern,Arvin GSA,2023,YP,812.0
Kern,Arvin GSA,2024,C,14551.1
Kern,Arvin GSA,2024,D,14359.0
Kern,Arvin GSA,2024,F,1639.6
Kern,Arvin GSA,2024,G,5736.4
Kern,Arvin GSA,2024,I,4915.8
Kern,Arvin GSA,2024,P,1068.7
Kern,Arvin GSA,2024,T,25055.1
Kern,Arvin GSA,2024,U,83599.4
Kern,Arvin GSA,2024,V,15157.4
Kern,Arvin GSA,2024,X,3784.1
Kern,Arvin GSA,2024,YP,642.4
Kern,Wheeler Ridge-Maricopa GSA,2020,C,20008.3
Kern,Wheeler Ridge-Maricopa GSA,2020,D,14956.4
Kern,Wheeler Ridge-Maricopa GSA,2020,F,404.4
Kern,Wheeler Ridge-Maricopa GSA,2020,G,779.6
Kern,Wheeler Ridge-Maricopa GSA,2020,P,2184.2
Kern,Wheeler Ridge-Maricopa GSA,2020,T,4904.6
Kern,Wheeler Ridge-Maricopa GSA,2020,V,11358.4
Kern,Wheeler Ridge-Maricopa GSA,2020,X,16873.7
Kern,Wheeler Ridge-Maricopa GSA,2020,YP,1208.0
Kern,Wheeler Ridge-Maricopa GSA,2021,C,19376.7
Kern,Wheeler Ridge-Maricopa GSA,2021,D,15099.4
Kern,Wheeler Ridge-Maricopa GSA,2021,F,579.7
Kern,Wheeler Ridge-Maricopa GSA,2021,G,661.5
Kern,Wheeler Ridge-Maricopa GSA,2021,I,14728.4
Kern,Wheeler Ridge-Maricopa GSA,2021,P,1804.2
Kern,Wheeler Ridge-Maricopa GSA,2021,T,3717.3
Kern,Wheeler Ridge-Maricopa GSA,2021,V,10746.9
Kern,Wheeler Ridge-Maricopa GSA,2021,X,4679.8
Kern,Wheeler Ridge-Maricopa GSA,2021,YP,1208.0
Kern,Wheeler Ridge-Maricopa GSA,2022,C,19958.8
Kern,Wheeler Ridge-Maricopa GSA,2022,D,15321.3
Kern,Wheeler Ridge-Maricopa GSA,2022,F,697.1
Kern,Wheeler Ridge-Maricopa GSA,2022,G,1704.3
Kern,Wheeler Ridge-Maricopa GSA,2022,I,16297.3
Kern,Wheeler Ridge-Maricopa GSA,2022,P,1393.6
Kern,Wheeler Ridge-Maricopa GSA,2022,T,3340.4
Kern,Wheeler Ridge-Maricopa GSA,2022,V,10562.7
Kern,Wheeler Ridge-Maricopa GSA,2022,X,2187.4
Kern,Wheeler Ridge-Maricopa GSA,2022,YP,1110.2
Kern,Wheeler Ridge-Maricopa GSA,2023,C,21488.5
Kern,Wheeler Ridge-Maricopa GSA,2023,D,12962.7
Kern,Wheeler Ridge-Maricopa GSA,2023,F,637.9
Kern,Wheeler Ridge-Maricopa GSA,2023,G,1621.3
Kern,Wheeler Ridge-Maricopa GSA,2023,I,14362.5
Kern,Wheeler Ridge-Maricopa GSA,2023,P,1304.0
Kern,Wheeler Ridge-Maricopa GSA,2023,T,4343.8
Kern,Wheeler Ridge-Maricopa GSA,2023,V,10614.2
Kern,Wheeler Ridge-Maricopa GSA,2023,X,2911.3
Kern,Wheeler Ridge-Maricopa GSA,2023,YP,71.4
Kern,Wheeler Ridge-Maricopa GSA,2024,C,21224.3
Kern,Wheeler Ridge-Maricopa GSA,2024,D,9887.6
Kern,Wheeler Ridge-Maricopa GSA,2024,F,479.4
Kern,Wheeler Ridge-Maricopa GSA,2024,G,4359.4
Kern,Wheeler Ridge-Maricopa GSA,2024,I,12113.9
Kern,Wheeler Ridge-Maricopa GSA,2024,P,506.4
Kern,Wheeler Ridge-Maricopa GSA,2024,T,4373.4
Kern,Wheeler Ridge-Maricopa GSA,2024,V,9486.0
Kern,Wheeler Ridge-Maricopa GSA,2024,X,5431.5
Kern,Wheeler Ridge-Maricopa GSA,2024,YP,863.0
Kern,Tejon-Castac Water District GSA,2020,C,57.8
Kern,Tejon-Castac Water District GSA,2021,C,57.8
Kern,Tejon-Castac Water District GSA,2022,C,57.8
Kern,Tejon-Castac Water District GSA,2023,C,48.1
Kern,Tejon-Castac Water District GSA,2024,C,48.1
Kaweah,Mid-Kaweah GSA,2020,C,189.8
Kaweah,Mid-Kaweah GSA,2020,D,23608.0
Kaweah,Mid-Kaweah GSA,2020,F,27374.5
Kaweah,Mid-Kaweah GSA,2020,G,2720.8
Kaweah,Mid-Kaweah GSA,2020,P,9882.5
Kaweah,Mid-Kaweah GSA,2020,T,313.3
Kaweah,Mid-Kaweah GSA,2020,U,29719.9
Kaweah,Mid-Kaweah GSA,2020,V,450.9
Kaweah,Mid-Kaweah GSA,2020,X,3021.7
Kaweah,Mid-Kaweah GSA,2020,YP,93.3
Kaweah,Mid-Kaweah GSA,2021,C,175.4
Kaweah,Mid-Kaweah GSA,2021,D,23403.6
Kaweah,Mid-Kaweah GSA,2021,F,25325.0
Kaweah,Mid-Kaweah GSA,2021,G,1682.5
Kaweah,Mid-Kaweah GSA,2021,I,2675.6
Kaweah,Mid-Kaweah GSA,2021,P,10265.6
Kaweah,Mid-Kaweah GSA,2021,T,323.2
Kaweah,Mid-Kaweah GSA,2021,U,29801.4
Kaweah,Mid-Kaweah GSA,2021,UL,276.0
Kaweah,Mid-Kaweah GSA,2021,V,450.9
Kaweah,Mid-Kaweah GSA,2021,X,3169.7
Kaweah,Mid-Kaweah GSA,2021,YP,153.8
Kaweah,Mid-Kaweah GSA,2022,C,244.2
Kaweah,Mid-Kaweah GSA,2022,D,25368.1
Kaweah,Mid-Kaweah GSA,2022,F,24614.0
Kaweah,Mid-Kaweah GSA,2022,G,1856.9
Kaweah,Mid-Kaweah GSA,2022,I,2961.1
Kaweah,Mid-Kaweah GSA,2022,P,9357.4
Kaweah,Mid-Kaweah GSA,2022,T,273.4
Kaweah,Mid-Kaweah GSA,2022,U,30264.0
Kaweah,Mid-Kaweah GSA,2022,UL,420.4
Kaweah,Mid-Kaweah GSA,2022,V,438.4
Kaweah,Mid-Kaweah GSA,2022,X,996.7
Kaweah,Mid-Kaweah GSA,2022,YP,493.2
Kaweah,Mid-Kaweah GSA,2023,C,244.2
Kaweah,Mid-Kaweah GSA,2023,D,25680.8
Kaweah,Mid-Kaweah GSA,2023,F,26027.3
Kaweah,Mid-Kaweah GSA,2023,G,2012.0
Kaweah,Mid-Kaweah GSA,2023,I,2062.0
Kaweah,Mid-Kaweah GSA,2023,P,8210.8
Kaweah,Mid-Kaweah GSA,2023,T,374.5
Kaweah,Mid-Kaweah GSA,2023,U,30999.1
Kaweah,Mid-Kaweah GSA,2023,UL,420.4
Kaweah,Mid-Kaweah GSA,2023,V,438.4
Kaweah,Mid-Kaweah GSA,2023,X,683.0
Kaweah,Mid-Kaweah GSA,2023,YP,263.2
Kaweah,Mid-Kaweah GSA,2024,C,231.8
Kaweah,Mid-Kaweah GSA,2024,D,25301.7
Kaweah,Mid-Kaweah GSA,2024,F,25752.0
Kaweah,Mid-Kaweah GSA,2024,G,2578.7
Kaweah,Mid-Kaweah GSA,2024,I,1951.4
Kaweah,Mid-Kaweah GSA,2024,P,7847.9
Kaweah,Mid-Kaweah GSA,2024,T,272.0
Kaweah,Mid-Kaweah GSA,2024,U,31254.9
Kaweah,Mid-Kaweah GSA,2024,UL,420.4
Kaweah,Mid-Kaweah GSA,2024,V,438.3
Kaweah,Mid-Kaweah GSA,2024,X,803.9
Kaweah,Mid-Kaweah GSA,2024,YP,276.7
Kaweah,Greater Kaweah GSA,2020,C,12578.1
Kaweah,Greater Kaweah GSA,2020,D,58438.5
Kaweah,Greater Kaweah GSA,2020,F,62000.2
Kaweah,Greater Kaweah GSA,2020,G,7075.0
Kaweah,Greater Kaweah GSA,2020,P,17035.3
Kaweah,Greater Kaweah GSA,2020,T,1846.2
Kaweah,Greater Kaweah GSA,2020,U,45093.0
Kaweah,Greater Kaweah GSA,2020,V,3660.0
Kaweah,Greater Kaweah GSA,2020,X,6724.1
Kaweah,Greater Kaweah GSA,2020,YP,2521.5
Kaweah,Greater Kaweah GSA,2021,C,12510.2
Kaweah,Greater Kaweah GSA,2021,D,57192.8
Kaweah,Greater Kaweah GSA,2021,F,58538.1
Kaweah,Greater Kaweah GSA,2021,G,6014.9
Kaweah,Greater Kaweah GSA,2021,I,5357.1
Kaweah,Greater Kaweah GSA,2021,P,16818.9
Kaweah,Greater Kaweah GSA,2021,T,2316.2
Kaweah,Greater Kaweah GSA,2021,U,45078.1
Kaweah,Greater Kaweah GSA,2021,UL,152.4
Kaweah,Greater Kaweah GSA,2021,V,3459.3
Kaweah,Greater Kaweah GSA,2021,X,5846.7
Kaweah,Greater Kaweah GSA,2021,YP,3125.6
Kaweah,Greater Kaweah GSA,2022,C,13087.5
Kaweah,Greater Kaweah GSA,2022,D,59907.3
Kaweah,Greater Kaweah GSA,2022,F,60303.5
Kaweah,Greater Kaweah GSA,2022,G,7211.1
Kaweah,Greater Kaweah GSA,2022,I,6467.5
Kaweah,Greater Kaweah GSA,2022,P,14500.5
Kaweah,Greater Kaweah GSA,2022,T,2670.4
Kaweah,Greater Kaweah GSA,2022,U,45913.1
Kaweah,Greater Kaweah GSA,2022,UL,152.4
Kaweah,Greater Kaweah GSA,2022,V,3455.2
Kaweah,Greater Kaweah GSA,2022,X,1256.6
Kaweah,Greater Kaweah GSA,2022,YP,1808.4
Kaweah,Greater Kaweah GSA,2023,C,13169.9
Kaweah,Greater Kaweah GSA,2023,D,58188.0
Kaweah,Greater Kaweah GSA,2023,F,63323.9
Kaweah,Greater Kaweah GSA,2023,G,7270.0
Kaweah,Greater Kaweah GSA,2023,I,5142.9
Kaweah,Greater Kaweah GSA,2023,P,12357.2
Kaweah,Greater Kaweah GSA,2023,T,3180.9
Kaweah,Greater Kaweah GSA,2023,U,37844.8
Kaweah,Greater Kaweah GSA,2023,UL,152.4
Kaweah,Greater Kaweah GSA,2023,V,3191.8
Kaweah,Greater Kaweah GSA,2023,X,2251.4
Kaweah,Greater Kaweah GSA,2023,YP,1187.0
Kaweah,Greater Kaweah GSA,2024,C,13445.5
Kaweah,Greater Kaweah GSA,2024,D,55533.9
Kaweah,Greater Kaweah GSA,2024,F,58490.2
Kaweah,Greater Kaweah GSA,2024,G,12127.9
Kaweah,Greater Kaweah GSA,2024,I,5328.9
Kaweah,Greater Kaweah GSA,2024,P,11896.9
Kaweah,Greater Kaweah GSA,2024,T,3194.6
Kaweah,Greater Kaweah GSA,2024,U,38172.2
Kaweah,Greater Kaweah GSA,2024,UL,152.4
Kaweah,Greater Kaweah GSA,2024,V,2906.9
Kaweah,Greater Kaweah GSA,2024,X,4040.8
Kaweah,Greater Kaweah GSA,2024,YP,1528.0
Kern,Rosedale-Rio Bravo Water Storage District GSA,2020,C,8.5
Kern,Rosedale-Rio Bravo Water Storage District GSA,2020,D,17375.8
Kern,Rosedale-Rio Bravo Water Storage District GSA,2020,F,3049.5
Kern,Rosedale-Rio Bravo Water Storage District GSA,2020,G,2936.4
Kern,Rosedale-Rio Bravo Water Storage District GSA,2020,P,2695.3
Kern,Rosedale-Rio Bravo Water Storage District GSA,2020,T,1867.7
Kern,Rosedale-Rio Bravo Water Storage District GSA,2020,U,80870.8
Kern,Rosedale-Rio Bravo Water Storage District GSA,2020,V,895.8
Kern,Rosedale-Rio Bravo Water Storage District GSA,2020,X,3345.1
Kern,Rosedale-Rio Bravo Water Storage District GSA,2020,YP,477.2
Kern,Rosedale-Rio Bravo Water Storage District GSA,2021,C,8.5
Kern,Rosedale-Rio Bravo Water Storage District GSA,2021,D,17226.8
Kern,Rosedale-Rio Bravo Water Storage District GSA,2021,F,3121.3
Kern,Rosedale-Rio Bravo Water Storage District GSA,2021,G,2231.2
Kern,Rosedale-Rio Bravo Water Storage District GSA,2021,I,2137.0
Kern,Rosedale-Rio Bravo Water Storage District GSA,2021,P,2116.3
Kern,Rosedale-Rio Bravo Water Storage District GSA,2021,T,2150.1
Kern,Rosedale-Rio Bravo Water Storage District GSA,2021,U,80497.6
Kern,Rosedale-Rio Bravo Water Storage District GSA,2021,V,872.7
Kern,Rosedale-Rio Bravo Water Storage District GSA,2021,X,1802.1
Kern,Rosedale-Rio Bravo Water Storage District GSA,2021,YP,784.7
Kern,Rosedale-Rio Bravo Water Storage District GSA,2022,C,8.4
Kern,Rosedale-Rio Bravo Water Storage District GSA,2022,D,18065.0
Kern,Rosedale-Rio Bravo Water Storage District GSA,2022,F,3259.2
Kern,Rosedale-Rio Bravo Water Storage District GSA,2022,G,1874.7
Kern,Rosedale-Rio Bravo Water Storage District GSA,2022,I,1861.8
Kern,Rosedale-Rio Bravo Water Storage District GSA,2022,P,1709.5
Kern,Rosedale-Rio Bravo Water Storage District GSA,2022,T,2166.8
Kern,Rosedale-Rio Bravo Water Storage District GSA,2022,U,81014.9
Kern,Rosedale-Rio Bravo Water Storage District GSA,2022,V,872.7
Kern,Rosedale-Rio Bravo Water Storage District GSA,2022,X,483.0
Kern,Rosedale-Rio Bravo Water Storage District GSA,2022,YP,2120.6
Kern,Rosedale-Rio Bravo Water Storage District GSA,2023,C,8.4
Kern,Rosedale-Rio Bravo Water Storage District GSA,2023,D,19409.0
Kern,Rosedale-Rio Bravo Water Storage District GSA,2023,F,3264.2
Kern,Rosedale-Rio Bravo Water Storage District GSA,2023,G,2175.5
Kern,Rosedale-Rio Bravo Water Storage District GSA,2023,I,1617.6
Kern,Rosedale-Rio Bravo Water Storage District GSA,2023,P,1296.5
Kern,Rosedale-Rio Bravo Water Storage District GSA,2023,T,2368.7
Kern,Rosedale-Rio Bravo Water Storage District GSA,2023,U,81397.7
Kern,Rosedale-Rio Bravo Water Storage District GSA,2023,V,872.7
Kern,Rosedale-Rio Bravo Water Storage District GSA,2023,X,361.6
Kern,Rosedale-Rio Bravo Water Storage District GSA,2023,YP,391.8
Kern,Rosedale-Rio Bravo Water Storage District GSA,2024,C,8.4
Kern,Rosedale-Rio Bravo Water Storage District GSA,2024,D,19220.9
Kern,Rosedale-Rio Bravo Water Storage District GSA,2024,F,2734.8
Kern,Rosedale-Rio Bravo Water Storage District GSA,2024,G,2824.8
Kern,Rosedale-Rio Bravo Water Storage District GSA,2024,I,1573.2
Kern,Rosedale-Rio Bravo Water Storage District GSA,2024,P,1190.0
Kern,Rosedale-Rio Bravo Water Storage District GSA,2024,T,1516.5
Kern,Rosedale-Rio Bravo Water Storage District GSA,2024,U,81633.9
Kern,Rosedale-Rio Bravo Water Storage District GSA,2024,V,857.9
Kern,Rosedale-Rio Bravo Water Storage District GSA,2024,X,1653.0
Kern,Rosedale-Rio Bravo Water Storage District GSA,2024,YP,157.7
Kern,Southern San Joaquin Municipal Utility District - GSA,2020,C,4634.2
Kern,Southern San Joaquin Municipal Utility District - GSA,2020,D,22146.3
Kern,Southern San Joaquin Municipal Utility District - GSA,2020,F,188.1
Kern,Southern San Joaquin Municipal Utility District - GSA,2020,G,803.9
Kern,Southern San Joaquin Municipal Utility District - GSA,2020,P,1154.2
Kern,Southern San Joaquin Municipal Utility District - GSA,2020,T,732.2
Kern,Southern San Joaquin Municipal Utility District - GSA,2020,U,5853.6
